Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,Yes,Travel_Rarely,138,Support,24,2,Medical,1,717,4,Male,181,3,5,Research Director,2,Divorced,17002,374044,2,Y,No,19,2,3,80,1,16,1,4,4,4,3,3
44,No,Travel_Frequently,608,Research & Development,41,3,Marketing,1,718,1,Male,75,1,3,Developer,4,Single,40890,1022250,0,Y,No,3,3,3,80,3,5,4,3,4,4,2,4
41,No,Non-Travel,1043,Sales,4,1,Marketing,1,719,4,Male,49,2,3,Sales Executive,2,Single,31098,217686,4,Y,Yes,41,2,1,80,3,17,2,1,2,2,1,1
24,No,Travel_Rarely,1381,Hardware,29,1,Life Sciences,1,720,3,Female,113,3,5,Research Scientist,4,Divorced,27013,270130,0,Y,Yes,12,2,4,80,4,31,3,4,24,22,21,8
44,Yes,Travel_Frequently,278,Sales,33,5,Technical Degree,1,721,1,Male,131,2,2,Human Resources,2,Single,9172,174268,8,Y,Yes,1,3,2,80,3,37,1,2,16,6,9,3
54,Yes,Travel_Frequently,623,Human Resources,9,1,Other,1,722,3,Female,127,2,1,Manager,3,Married,38691,193455,2,Y,Yes,47,3,3,80,1,26,5,1,26,9,17,16
30,Yes,Travel_Rarely,808,Research & Development,13,1,Other,1,723,3,Male,160,1,3,Manager,3,Divorced,7632,30528,0,Y,Yes,35,1,1,80,2,19,5,4,2,1,2,2
21,No,Non-Travel,1217,Software,40,3,Technical Degree,1,724,2,Male,73,4,3,Human Resources,1,Single,7985,215595,6,Y,Yes,16,1,4,80,2,5,5,2,3,3,1,3
22,No,Travel_Rarely,753,Human Resources,45,3,Medical,1,725,1,Female,154,1,5,Developer,4,Married,20364,183276,6,Y,Yes,28,2,1,80,1,5,3,1,5,5,3,4
32,No,Non-Travel,1119,Software,33,5,Other,1,726,3,Male,160,3,1,Research Scientist,4,Married,31934,926086,3,Y,No,3,4,4,80,2,33,3,2,13,7,11,1
20,Yes,Non-Travel,964,Software,13,4,Medical,1,727,2,Female,123,3,2,Sales Executive,4,Single,4882,131814,7,Y,No,30,4,4,80,1,17,2,1,14,7,1,13
24,No,Travel_Frequently,437,Research & Development,16,2,Life Sciences,1,728,2,Female,81,2,2,Sales Executive,2,Divorced,35721,500094,1,Y,No,34,4,4,80,3,18,1,1,14,10,1,13
28,No,Non-Travel,243,Human Resources,2,3,Marketing,1,729,1,Male,39,3,3,Sales Representative,4,Divorced,3980,19900,2,Y,Yes,13,2,4,80,4,2,5,4,1,1,1,1
38,Yes,Travel_Rarely,716,Human Resources,14,2,Marketing,1,730,3,Male,67,4,3,Research Director,3,Divorced,28989,173934,2,Y,Yes,38,3,2,80,4,22,2,4,10,7,10,6
18,No,Non-Travel,399,Software,17,3,Other,1,731,3,Female,35,4,5,Research Scientist,1,Married,11335,124685,4,Y,Yes,30,1,4,80,3,35,1,3,10,3,5,5
18,No,Non-Travel,247,Research & Development,36,5,Other,1,732,2,Female,182,3,5,Sales Representative,3,Married,22523,157661,6,Y,No,49,3,4,80,4,20,1,1,10,2,10,6
21,No,Travel_Rarely,247,Research & Development,7,5,Life Sciences,1,733,2,Female,126,1,4,Laboratory Technician,4,Divorced,41988,41988,8,Y,Yes,32,1,3,80,3,36,3,4,23,10,21,18
22,Yes,Travel_Frequently,770,Hardware,31,2,Technical Degree,1,734,4,Female,149,3,2,Manufacturing Director,3,Married,34956,1013724,3,Y,No,1,1,4,80,1,20,3,2,20,18,19,14
55,No,Travel_Frequently,1466,Human Resources,48,4,Human Resources,1,735,2,Male,189,3,2,Human Resources,1,Divorced,31150,498400,7,Y,No,11,1,3,80,3,6,4,3,6,1,6,4
26,No,Travel_Rarely,641,Software,42,4,Technical Degree,1,736,2,Female,146,2,3,Research Director,2,Married,31718,317180,1,Y,Yes,30,1,4,80,2,20,1,1,16,8,5,6
58,No,Travel_Rarely,507,Software,44,1,Medical,1,737,2,Female,98,3,4,Developer,1,Single,47262,1134288,1,Y,No,16,1,2,80,4,27,4,4,6,5,1,4
35,Yes,Travel_Rarely,365,Human Resources,34,5,Other,1,738,2,Female,149,2,4,Human Resources,1,Married,50883,1017660,0,Y,No,16,4,2,80,1,22,1,4,7,2,3,2
37,No,Travel_Frequently,1380,Research & Development,31,5,Human Resources,1,739,3,Female,147,4,3,Laboratory Technician,4,Single,17754,177540,1,Y,Yes,36,4,3,80,4,17,3,1,6,3,5,6
32,No,Travel_Frequently,463,Human Resources,8,4,Marketing,1,740,1,Male,67,1,3,Manufacturing Director,4,Married,33128,496920,5,Y,No,17,4,2,80,3,36,4,1,2,2,2,1
50,No,Travel_Frequently,392,Support,30,3,Human Resources,1,741,2,Male,37,4,4,Human Resources,3,Single,28432,540208,1,Y,No,2,4,3,80,4,39,4,4,32,28,4,1
22,Yes,Travel_Frequently,1451,Sales,43,1,Technical Degree,1,742,1,Male,39,3,1,Human Resources,4,Single,35480,212880,4,Y,No,25,2,3,80,4,18,2,2,16,16,16,4
49,No,Non-Travel,780,Research & Development,41,3,Technical Degree,1,743,4,Male,68,1,4,Manager,4,Married,19937,19937,1,Y,Yes,46,1,4,80,2,9,1,3,4,2,3,4
41,Yes,Non-Travel,627,Human Resources,19,5,Other,1,744,2,Male,143,1,4,Human Resources,3,Single,21036,21036,3,Y,Yes,37,2,4,80,2,6,2,4,2,2,1,2
42,No,Non-Travel,621,Hardware,14,4,Human Resources,1,745,2,Female,152,1,5,Human Resources,4,Divorced,17218,172180,6,Y,No,46,4,4,80,2,39,3,3,5,2,1,3
19,Yes,Non-Travel,333,Human Resources,15,3,Other,1,746,2,Female,170,4,5,Laboratory Technician,1,Single,29347,498899,0,Y,Yes,5,2,4,80,3,38,2,1,2,2,2,1
56,No,Non-Travel,1426,Research & Development,10,4,Medical,1,747,1,Female,38,1,3,Sales Representative,2,Divorced,40441,849261,2,Y,Yes,0,3,1,80,1,3,2,2,3,3,2,2
54,Yes,Travel_Frequently,682,Sales,26,3,Medical,1,748,1,Female,166,1,2,Developer,4,Single,44659,1205793,5,Y,Yes,13,4,1,80,3,35,1,4,29,1,17,1
36,No,Travel_Frequently,1144,Sales,49,4,Medical,1,749,3,Male,43,4,3,Manager,1,Single,8284,231952,5,Y,No,3,1,2,80,4,32,3,4,18,6,7,3
54,No,Non-Travel,520,Human Resources,20,3,Medical,1,750,4,Female,93,2,2,Manufacturing Director,2,Married,41684,791996,0,Y,Yes,38,4,1,80,2,35,5,1,8,7,5,2
55,Yes,Travel_Rarely,1452,Research & Development,8,4,Other,1,751,1,Male,116,2,3,Sales Executive,1,Married,7059,169416,3,Y,No,37,1,4,80,4,16,6,2,13,4,2,2
30,Yes,Travel_Frequently,1327,Software,45,3,Other,1,752,2,Female,70,1,3,Developer,2,Single,1111,8888,1,Y,Yes,49,2,2,80,2,4,1,2,2,1,1,1
33,No,Travel_Frequently,769,Software,21,1,Life Sciences,1,753,3,Male,49,4,4,Developer,4,Divorced,11576,150488,5,Y,No,17,2,2,80,1,1,4,4,1,1,1,1
60,Yes,Travel_Frequently,705,Software,33,1,Other,1,754,2,Male,157,2,3,Manufacturing Director,4,Single,49515,396120,5,Y,No,0,2,4,80,3,30,6,1,4,1,4,3
57,Yes,Travel_Rarely,772,Hardware,27,3,Medical,1,755,2,Female,89,4,4,Human Resources,3,Divorced,6225,68475,7,Y,Yes,46,3,2,80,1,26,6,3,9,5,8,7
55,No,Non-Travel,274,Sales,37,4,Other,1,756,2,Female,187,2,1,Laboratory Technician,1,Divorced,40879,1185491,4,Y,Yes,22,1,3,80,1,40,2,4,16,4,11,3
46,Yes,Non-Travel,1342,Support,42,3,Medical,1,757,3,Male,88,2,1,Manager,1,Single,17167,120169,6,Y,No,22,3,1,80,2,18,1,4,6,6,4,6
56,Yes,Travel_Rarely,1313,Support,34,4,Medical,1,758,3,Female,77,2,4,Healthcare Representative,3,Married,9403,141045,2,Y,No,11,1,3,80,4,17,3,3,8,5,3,7
42,Yes,Travel_Frequently,1231,Sales,28,5,Other,1,759,1,Male,116,4,1,Manufacturing Director,1,Married,29111,116444,0,Y,Yes,48,4,1,80,2,34,1,1,10,6,2,4
57,Yes,Travel_Rarely,1069,Support,34,2,Life Sciences,1,760,2,Female,175,3,3,Sales Representative,4,Single,35786,679934,0,Y,No,37,3,2,80,3,29,4,2,27,5,10,18
37,Yes,Non-Travel,1071,Software,5,5,Technical Degree,1,761,3,Female,65,4,2,Sales Executive,1,Divorced,22598,45196,4,Y,No,5,3,1,80,2,10,2,4,7,5,6,5
42,Yes,Travel_Frequently,186,Hardware,23,2,Marketing,1,762,2,Female,106,3,3,Sales Executive,4,Divorced,31674,95022,3,Y,No,44,2,2,80,1,5,2,3,3,3,3,3
54,No,Travel_Rarely,110,Human Resources,6,4,Life Sciences,1,763,2,Female,61,4,4,Human Resources,1,Married,30219,876351,5,Y,Yes,47,4,3,80,1,6,3,4,1,1,1,1
51,Yes,Travel_Rarely,1253,Hardware,40,1,Marketing,1,764,3,Female,42,1,1,Human Resources,4,Single,9461,245986,2,Y,Yes,46,4,1,80,4,19,2,4,1,1,1,1
40,No,Travel_Frequently,810,Support,2,4,Human Resources,1,765,4,Male,162,2,4,Human Resources,4,Divorced,22729,681870,5,Y,Yes,37,4,2,80,2,6,3,3,2,1,1,1
27,Yes,Non-Travel,1231,Software,49,1,Technical Degree,1,766,1,Male,198,4,5,Human Resources,4,Single,17129,274064,2,Y,Yes,2,1,3,80,3,28,1,1,20,7,15,14
43,No,Non-Travel,779,Hardware,13,2,Technical Degree,1,767,3,Male,46,2,3,Healthcare Representative,3,Divorced,48473,1066406,3,Y,Yes,32,3,1,80,2,33,2,3,24,10,19,15
45,No,Travel_Rarely,478,Research & Development,37,4,Other,1,768,3,Male,184,4,4,Research Director,1,Divorced,30310,363720,8,Y,Yes,26,1,1,80,4,34,2,1,8,1,4,1
32,No,Travel_Frequently,882,Human Resources,7,3,Medical,1,769,1,Female,139,2,5,Research Scientist,4,Divorced,12075,362250,2,Y,Yes,12,1,4,80,3,1,4,3,1,1,1,1
30,No,Travel_Rarely,1004,Software,50,3,Life Sciences,1,770,1,Female,70,1,3,Research Director,1,Divorced,6268,137896,6,Y,Yes,4,1,1,80,4,1,5,3,1,1,1,1
29,No,Travel_Frequently,1297,Human Resources,43,1,Technical Degree,1,771,3,Male,40,3,5,Sales Representative,2,Divorced,40817,285719,5,Y,No,4,1,2,80,2,16,2,3,6,6,5,2
43,Yes,Travel_Rarely,579,Hardware,7,5,Technical Degree,1,772,4,Male,103,3,1,Sales Executive,2,Divorced,16981,67924,7,Y,Yes,26,2,4,80,4,21,4,3,1,1,1,1
31,Yes,Non-Travel,1058,Software,15,4,Human Resources,1,773,3,Female,45,1,1,Developer,4,Single,49655,347585,7,Y,Yes,48,1,3,80,4,29,2,3,2,2,1,2
48,No,Travel_Frequently,853,Sales,2,3,Marketing,1,774,4,Female,162,2,5,Manager,3,Single,41008,820160,6,Y,Yes,31,2,1,80,3,32,5,3,12,6,3,9
50,No,Travel_Frequently,166,Sales,35,4,Life Sciences,1,775,3,Male,163,4,1,Sales Executive,3,Single,28304,311344,6,Y,No,5,4,3,80,3,3,5,4,3,1,1,3
20,No,Non-Travel,378,Sales,17,1,Human Resources,1,776,4,Male,70,4,1,Sales Representative,2,Married,6337,139414,7,Y,Yes,20,4,4,80,2,2,4,4,1,1,1,1
36,No,Non-Travel,889,Hardware,49,3,Life Sciences,1,777,1,Female,126,3,1,Human Resources,1,Married,36331,363310,2,Y,Yes,3,1,4,80,4,2,2,4,2,1,1,2
34,Yes,Non-Travel,1208,Software,38,5,Human Resources,1,778,4,Male,72,3,5,Sales Executive,2,Married,38898,816858,5,Y,No,42,1,4,80,4,22,5,1,15,8,8,3
43,No,Travel_Rarely,1042,Software,30,3,Life Sciences,1,779,3,Male,180,2,4,Manager,4,Divorced,4693,98553,6,Y,No,17,2,1,80,1,18,3,1,8,1,8,1
33,No,Travel_Frequently,661,Hardware,13,5,Human Resources,1,780,4,Female,96,4,3,Human Resources,2,Single,33922,33922,7,Y,Yes,23,1,1,80,1,40,3,1,16,15,14,4
59,Yes,Non-Travel,378,Human Resources,30,5,Human Resources,1,781,3,Female,75,1,4,Sales Executive,1,Single,4657,9314,3,Y,No,0,3,4,80,4,7,2,1,7,4,3,2
52,Yes,Non-Travel,425,Software,22,2,Marketing,1,782,2,Female,116,3,5,Research Director,2,Divorced,29844,417816,2,Y,No,48,4,4,80,2,30,6,2,18,3,17,4
33,Yes,Travel_Frequently,973,Software,2,1,Technical Degree,1,783,3,Female,66,4,5,Laboratory Technician,1,Single,7543,37715,1,Y,No,20,1,3,80,1,15,5,2,8,2,1,1
43,No,Non-Travel,1088,Hardware,28,2,Technical Degree,1,784,2,Female,144,4,5,Laboratory Technician,3,Married,26931,269310,0,Y,Yes,26,2,2,80,3,11,2,1,5,5,4,1
41,No,Travel_Rarely,1016,Research & Development,6,5,Other,1,785,3,Male,55,2,3,Sales Executive,3,Divorced,21220,42440,1,Y,Yes,20,1,1,80,3,40,5,4,14,11,11,12
28,Yes,Non-Travel,971,Support,42,3,Life Sciences,1,786,2,Male,192,4,4,Research Scientist,2,Married,5322,149016,5,Y,Yes,46,3,3,80,2,19,3,3,6,4,4,4
35,No,Travel_Rarely,1418,Software,35,3,Human Resources,1,787,4,Male,100,2,4,Developer,3,Married,1803,3606,5,Y,No,12,4,4,80,2,7,1,1,3,2,2,1
49,Yes,Travel_Rarely,256,Software,6,5,Life Sciences,1,788,4,Female,38,4,2,Laboratory Technician,4,Divorced,9675,29025,2,Y,No,37,4,3,80,1,32,3,2,5,3,5,5
39,No,Non-Travel,149,Research & Development,42,3,Medical,1,789,3,Female,36,4,3,Healthcare Representative,2,Divorced,1482,7410,8,Y,Yes,4,4,4,80,2,5,6,2,3,2,1,1
53,Yes,Travel_Rarely,568,Research & Development,9,2,Other,1,790,3,Female,51,2,4,Healthcare Representative,3,Married,30098,601960,4,Y,No,19,3,1,80,3,1,5,2,1,1,1,1
48,Yes,Travel_Rarely,1388,Support,32,1,Marketing,1,791,2,Male,146,4,2,Sales Representative,1,Divorced,25912,207296,7,Y,No,45,2,1,80,2,40,1,1,1,1,1,1
60,Yes,Travel_Frequently,322,Support,35,3,Marketing,1,792,4,Male,106,1,2,Developer,4,Single,21557,603596,7,Y,Yes,33,1,4,80,3,11,4,3,1,1,1,1
33,Yes,Non-Travel,1119,Support,32,5,Marketing,1,793,4,Female,43,1,1,Manager,2,Divorced,37127,519778,3,Y,Yes,15,4,1,80,1,34,4,1,4,4,2,4
19,Yes,Travel_Rarely,485,Research & Development,24,1,Marketing,1,794,2,Male,137,4,4,Manufacturing Director,4,Married,16451,180961,5,Y,No,0,2,4,80,2,35,1,1,32,8,6,22
22,Yes,Non-Travel,757,Human Resources,20,4,Human Resources,1,795,4,Male,172,4,3,Research Director,4,Married,50385,1108470,3,Y,No,18,3,4,80,3,24,4,3,7,5,5,3
36,No,Non-Travel,764,Research & Development,39,1,Marketing,1,796,1,Male,148,2,5,Research Director,2,Divorced,47535,950700,5,Y,Yes,34,1,2,80,1,16,5,3,16,15,11,8
45,Yes,Travel_Frequently,1332,Sales,10,1,Other,1,797,4,Male,99,3,2,Research Director,1,Divorced,35904,251328,6,Y,Yes,19,1,3,80,1,16,4,4,4,2,4,1
40,No,Travel_Frequently,174,Research & Development,5,5,Technical Degree,1,798,1,Female,56,4,1,Research Scientist,1,Single,10886,206834,6,Y,Yes,42,1,4,80,2,1,4,2,1,1,1,1
46,Yes,Non-Travel,1110,Software,29,5,Medical,1,799,4,Female,135,2,3,Sales Executive,2,Married,48915,293490,3,Y,No,36,2,1,80,3,9,1,2,7,7,6,6
53,Yes,Non-Travel,896,Software,43,1,Life Sciences,1,800,2,Female,163,4,2,Sales Representative,3,Married,11091,266184,0,Y,Yes,30,4,2,80,2,6,5,2,6,4,4,3
59,Yes,Travel_Rarely,289,Research & Development,35,2,Marketing,1,801,4,Female,40,3,2,Research Scientist,2,Divorced,23970,431460,3,Y,No,22,2,2,80,3,21,3,3,4,4,1,3
19,No,Travel_Rarely,667,Human Resources,28,5,Medical,1,802,2,Female,185,3,2,Sales Representative,1,Single,43355,173420,5,Y,No,9,2,3,80,4,16,6,1,9,4,2,7
34,Yes,Travel_Frequently,1349,Human Resources,23,3,Medical,1,803,2,Male,66,4,5,Sales Representative,1,Married,31958,287622,6,Y,No,36,3,1,80,3,26,3,1,2,2,1,1
50,Yes,Travel_Frequently,1335,Software,37,3,Human Resources,1,804,4,Male,86,2,3,Human Resources,4,Single,29704,237632,6,Y,No,24,3,4,80,4,16,1,1,11,3,2,1
27,No,Travel_Frequently,971,Human Resources,33,2,Medical,1,805,3,Male,55,3,1,Manager,4,Divorced,10733,225393,1,Y,No,23,4,1,80,2,14,3,1,12,12,8,5
47,No,Travel_Rarely,1308,Support,25,2,Medical,1,806,2,Female,61,2,2,Laboratory Technician,3,Married,38979,974475,0,Y,Yes,24,2,1,80,3,26,6,4,3,1,1,2
21,No,Travel_Frequently,646,Software,5,3,Technical Degree,1,807,1,Male,45,3,5,Developer,3,Divorced,42835,728195,8,Y,No,13,4,4,80,4,34,6,3,33,10,31,12
18,No,Travel_Rarely,217,Support,18,3,Marketing,1,808,2,Female,88,3,5,Sales Executive,2,Married,32813,196878,2,Y,No,37,4,3,80,2,33,3,2,16,12,6,16
30,No,Travel_Frequently,355,Software,1,4,Human Resources,1,809,3,Male,81,2,5,Healthcare Representative,4,Divorced,16198,469742,2,Y,No,31,3,2,80,3,13,6,1,2,2,1,1
32,Yes,Travel_Rarely,1052,Hardware,5,5,Life Sciences,1,810,3,Female,70,1,4,Manufacturing Director,2,Married,42261,549393,4,Y,No,28,4,4,80,4,1,1,3,1,1,1,1
45,No,Travel_Frequently,344,Sales,26,2,Technical Degree,1,811,2,Male,30,4,1,Developer,3,Single,16320,48960,2,Y,Yes,21,2,2,80,4,18,1,4,14,10,10,7
22,No,Travel_Rarely,964,Software,28,5,Life Sciences,1,812,4,Male,58,2,5,Manager,2,Married,42290,296030,0,Y,Yes,30,4,4,80,4,37,3,1,22,18,20,16
48,Yes,Travel_Rarely,1300,Research & Development,29,3,Human Resources,1,813,2,Female,81,1,1,Manufacturing Director,2,Single,10807,280982,4,Y,Yes,38,3,2,80,4,23,1,4,19,1,14,9
38,No,Non-Travel,103,Support,26,2,Technical Degree,1,814,3,Male,97,1,4,Manager,4,Married,3807,45684,4,Y,Yes,9,1,1,80,2,29,1,4,25,15,2,15
32,No,Non-Travel,614,Sales,9,5,Human Resources,1,815,3,Female,84,2,3,Laboratory Technician,1,Single,49738,397904,0,Y,No,31,2,1,80,4,30,5,2,17,15,9,5
28,Yes,Travel_Frequently,794,Software,18,5,Life Sciences,1,816,1,Male,156,3,3,Research Director,2,Single,15409,416043,6,Y,Yes,29,4,3,80,3,21,4,1,14,13,13,2
50,No,Travel_Frequently,974,Hardware,23,1,Technical Degree,1,817,1,Female,36,2,2,Sales Representative,1,Divorced,17789,391358,6,Y,No,14,3,1,80,4,18,6,2,9,9,9,8
22,Yes,Travel_Rarely,501,Support,39,4,Other,1,818,1,Male,97,3,4,Developer,3,Divorced,29549,679627,3,Y,Yes,35,3,2,80,2,14,5,4,2,2,2,1
43,No,Travel_Rarely,252,Support,36,1,Technical Degree,1,819,1,Female,124,4,4,Research Director,3,Single,36554,694526,8,Y,Yes,2,2,2,80,1,35,1,1,34,8,29,8
35,Yes,Travel_Frequently,594,Software,15,5,Marketing,1,820,1,Female,46,4,2,Developer,3,Single,50309,301854,3,Y,Yes,20,4,1,80,4,9,6,4,3,2,2,2
49,Yes,Non-Travel,632,Human Resources,6,5,Medical,1,821,4,Female,143,3,5,Sales Executive,1,Single,27996,671904,2,Y,Yes,4,2,1,80,3,10,5,2,10,8,5,10
20,No,Travel_Frequently,1469,Human Resources,37,5,Medical,1,822,2,Male,35,3,5,Research Director,1,Married,42455,764190,6,Y,Yes,3,4,3,80,3,23,3,1,6,5,1,4
53,Yes,Travel_Rarely,1041,Sales,49,4,Human Resources,1,823,2,Female,56,2,5,Healthcare Representative,1,Single,12471,99768,2,Y,Yes,12,1,1,80,1,9,6,2,3,3,3,3
44,No,Travel_Frequently,1130,Support,10,3,Technical Degree,1,824,4,Female,38,4,5,Sales Representative,4,Single,3971,79420,5,Y,Yes,6,2,4,80,1,13,2,4,1,1,1,1
42,Yes,Non-Travel,342,Sales,19,3,Technical Degree,1,825,2,Female,33,3,1,Sales Executive,4,Married,27254,463318,4,Y,No,0,1,4,80,1,18,2,3,10,10,8,3
32,Yes,Travel_Frequently,694,Human Resources,20,3,Other,1,826,1,Female,198,4,5,Research Director,4,Single,6758,101370,4,Y,Yes,3,4,2,80,3,9,2,3,3,2,2,1
46,No,Non-Travel,1243,Support,9,3,Marketing,1,827,3,Male,130,3,4,Research Director,4,Single,14021,56084,4,Y,No,9,2,1,80,2,4,5,1,3,2,2,2
47,Yes,Travel_Rarely,1015,Hardware,1,3,Other,1,828,4,Female,70,1,3,Sales Representative,1,Single,22681,340215,0,Y,No,25,2,3,80,2,2,2,1,2,2,2,1
42,Yes,Travel_Rarely,1067,Sales,39,2,Other,1,829,3,Male,82,1,4,Laboratory Technician,1,Married,36202,579232,8,Y,Yes,9,1,2,80,4,29,5,2,28,20,14,24
18,No,Travel_Rarely,182,Support,28,1,Marketing,1,830,3,Male,190,1,2,Research Director,3,Married,14664,161304,4,Y,No,43,3,2,80,2,16,1,4,5,1,3,3
35,No,Travel_Rarely,662,Support,20,3,Other,1,831,2,Female,130,2,1,Sales Executive,4,Married,49661,1390508,0,Y,No,15,4,4,80,1,26,6,1,4,4,3,3
60,No,Travel_Frequently,624,Support,2,4,Other,1,832,1,Male,80,1,2,Manufacturing Director,2,Single,35000,910000,2,Y,No,27,3,4,80,1,26,6,3,24,9,23,1
35,No,Travel_Rarely,1488,Hardware,12,2,Other,1,833,2,Male,31,3,5,Manager,1,Single,12636,328536,7,Y,No,1,1,3,80,2,32,1,4,12,4,4,7
23,No,Travel_Rarely,1235,Research & Development,21,3,Other,1,834,3,Female,190,2,4,Human Resources,4,Married,35582,533730,7,Y,No,30,1,3,80,3,6,3,1,5,1,1,4
44,Yes,Non-Travel,443,Hardware,20,5,Technical Degree,1,835,3,Female,156,3,5,Healthcare Representative,3,Single,33365,1000950,2,Y,Yes,0,3,4,80,3,2,4,1,1,1,1,1
43,No,Travel_Frequently,762,Support,16,2,Life Sciences,1,836,3,Female,97,4,5,Research Scientist,4,Married,7233,166359,6,Y,Yes,20,2,2,80,1,12,5,1,4,3,2,1
42,Yes,Travel_Frequently,788,Hardware,45,2,Other,1,837,4,Male,40,3,1,Developer,4,Married,16356,343476,8,Y,Yes,7,3,3,80,1,39,5,4,25,17,22,5
58,No,Non-Travel,1198,Human Resources,41,5,Marketing,1,838,1,Female,31,2,5,Manager,2,Divorced,27832,640136,2,Y,Yes,28,1,3,80,1,37,1,3,10,1,6,4
20,Yes,Travel_Frequently,424,Research & Development,25,3,Technical Degree,1,839,3,Male,73,1,4,Manager,3,Divorced,30718,552924,7,Y,Yes,12,4,1,80,2,35,4,2,12,8,10,7
43,No,Travel_Rarely,275,Hardware,15,2,Life Sciences,1,840,1,Female,191,4,4,Sales Representative,2,Divorced,11400,273600,4,Y,No,26,3,3,80,3,29,2,2,2,1,2,1
51,No,Travel_Rarely,375,Software,7,5,Marketing,1,841,4,Male,78,4,3,Laboratory Technician,1,Divorced,36507,401577,0,Y,Yes,35,4,4,80,2,15,2,1,12,6,5,2
33,No,Travel_Frequently,347,Software,20,1,Medical,1,842,3,Male,32,2,5,Laboratory Technician,4,Single,12871,154452,0,Y,Yes,11,1,1,80,4,34,3,4,34,29,31,4
57,Yes,Non-Travel,1041,Support,44,5,Human Resources,1,843,4,Male,34,4,5,Developer,4,Single,17511,192621,3,Y,No,29,1,1,80,4,36,3,1,21,9,17,10
52,Yes,Non-Travel,1020,Hardware,40,3,Human Resources,1,844,4,Male,130,1,4,Manager,1,Married,5700,68400,5,Y,Yes,46,1,4,80,1,17,1,4,13,6,6,8
53,No,Travel_Frequently,363,Research & Development,5,4,Marketing,1,845,4,Female,35,2,2,Developer,4,Married,31423,62846,5,Y,No,48,3,2,80,4,5,6,3,4,1,4,2
52,No,Travel_Frequently,736,Human Resources,12,4,Life Sciences,1,846,1,Male,157,1,2,Manager,2,Married,12011,180165,2,Y,Yes,44,2,1,80,1,31,2,3,6,3,3,2
25,Yes,Travel_Rarely,1381,Research & Development,3,5,Medical,1,847,3,Female,189,2,1,Manager,3,Single,50832,101664,8,Y,Yes,13,4,3,80,1,33,6,1,8,4,8,3
38,Yes,Travel_Rarely,577,Sales,7,4,Technical Degree,1,848,4,Male,103,1,2,Manager,4,Divorced,27483,247347,1,Y,No,42,4,1,80,2,3,2,1,1,1,1,1
43,No,Travel_Rarely,601,Software,8,2,Life Sciences,1,849,1,Female,53,1,3,Manager,4,Divorced,30972,619440,7,Y,No,3,3,3,80,2,37,1,1,18,9,2,7
20,No,Non-Travel,1178,Software,30,3,Technical Degree,1,850,2,Female,82,2,2,Research Scientist,3,Married,45634,410706,1,Y,Yes,14,3,4,80,1,33,4,4,7,7,3,5
31,No,Travel_Frequently,383,Software,29,3,Marketing,1,851,4,Male,91,4,2,Laboratory Technician,4,Married,2664,45288,2,Y,No,31,2,2,80,4,25,2,4,24,18,24,16
42,Yes,Travel_Frequently,719,Hardware,30,4,Technical Degree,1,852,2,Male,121,4,2,Developer,1,Married,48719,97438,3,Y,Yes,33,1,4,80,1,40,4,4,1,1,1,1
38,No,Travel_Frequently,646,Software,44,1,Other,1,853,4,Male,42,2,4,Healthcare Representative,3,Married,1398,37746,5,Y,No,3,1,3,80,3,37,2,4,10,5,8,2
42,No,Non-Travel,993,Software,48,4,Human Resources,1,854,1,Male,151,3,3,Developer,1,Single,44913,494043,5,Y,No,34,3,1,80,3,3,4,1,1,1,1,1
27,Yes,Travel_Frequently,1196,Human Resources,3,2,Life Sciences,1,855,3,Female,35,4,3,Laboratory Technician,1,Divorced,5975,17925,3,Y,No,42,1,1,80,3,35,6,1,11,7,9,6
60,No,Travel_Frequently,822,Human Resources,1,5,Marketing,1,856,4,Female,139,4,5,Manager,2,Divorced,43966,263796,1,Y,Yes,44,4,1,80,4,5,1,1,4,3,1,4
48,No,Travel_Frequently,1498,Human Resources,2,4,Technical Degree,1,857,3,Male,94,1,1,Research Scientist,1,Single,22667,430673,0,Y,Yes,12,4,1,80,3,24,3,4,22,20,9,11
59,No,Travel_Frequently,1296,Support,18,1,Marketing,1,858,2,Male,155,4,1,Research Scientist,4,Single,26032,130160,8,Y,Yes,3,4,4,80,3,26,3,3,5,3,3,3
33,Yes,Travel_Frequently,476,Human Resources,19,1,Marketing,1,859,4,Female,35,3,4,Research Director,3,Married,13313,252947,4,Y,No,39,4,4,80,1,19,4,4,18,6,8,14
29,No,Travel_Rarely,1435,Support,42,2,Technical Degree,1,860,1,Female,56,4,5,Developer,1,Married,20838,125028,1,Y,No,30,4,4,80,4,3,6,4,3,1,3,3
33,Yes,Travel_Rarely,672,Hardware,2,5,Technical Degree,1,861,4,Female,84,3,3,Manufacturing Director,1,Divorced,28308,481236,1,Y,No,35,2,3,80,4,10,5,2,10,9,4,3
